,x1,x2,x3,x4,x5,y
0,-0.318816202421763,0.101643770926634,-0.0324056810466571,0.0103314561681861,-0.0032938356210279,1
1,0.823792808151888,0.678634590762774,0.559054295233473,0.460544907779758,0.379393582859939,1
2,-0.948919818553656,0.900448822043904,-0.854453732830755,0.810808081120255,-0.769391857218471,0
3,-0.601141613767566,0.361371239803073,-0.217235290264405,0.13058917295681,-0.0785025861718286,1
4,-0.0082571276976322,6.81801578150049e-05,-5.62972269523212e-07,4.64853391967898e-09,-3.83835381815641e-11,1
5,0.400191214129536,0.160153007866472,0.0640918266645804,0.0256489859286782,0.0102644988199891,0
6,-0.347484994625537,0.12074582148991,-0.0419573611314774,0.0145795534072732,-0.005066176037369,1
7,-0.449370296041409,0.201933662964344,-0.0907429899070133,0.0407772042381972,-0.0183240643402597,0
8,-0.0021843845899483,4.77153603680359e-06,-1.04228697891767e-08,2.2767556150515297e-11,-4.97330988059681e-14,0
9,0.392240546519257,0.153852646333725,0.0603472460813743,0.0236706367838903,0.0092845835085719,1
10,0.289474862113054,0.0837956957953717,0.0242567474860326,0.0070217186338304,0.0020326110333247,1
11,-0.589187003984154,0.347141325663824,-0.204531157626956,0.120507099983637,-0.0710012171981781,1
12,0.497195731270515,0.247203595193622,0.122908572284993,0.0611096174766522,0.0303834409489655,0
13,-0.599170352112805,0.359005110850982,-0.21510521867888,0.128884669617126,-0.077223872876436,0
14,0.377242697609063,0.142312052899363,0.0536861827380395,0.0202527204004311,0.0076401908777807,1
15,-0.415278459765924,0.172456199145558,-0.0716173447582528,0.0297411406237324,-0.0123508550699053,0
16,0.261645945022605,0.068458600546772,0.0179119152349852,0.0046865799888224,0.0012262246500994,0
17,0.941096520486428,0.885662660871662,0.833494048471072,0.784398348862272,0.738194556789583,0
18,0.631402460066886,0.398669066578516,0.251720629390244,0.158937024646585,0.100353228357565,1
19,-0.326470544597351,0.106583016489691,-0.034796215438218,0.0113599394040418,-0.0037086856038304,0
20,0.941272077592741,0.885993124055755,0.833960588612844,0.784983815874077,0.73888334724447,1
21,-0.482306186798183,0.232619257823804,-0.112193707216822,0.0541117191104974,-0.0260984169052784,0
22,0.467297903349446,0.218367330474788,0.102042595690884,0.0476842910186853,0.0222827692157365,0
23,0.283794097791562,0.0805390899413267,0.0228565183668523,0.0064865450085771,0.0018408431884935,1
24,-0.572714933777919,0.328002395372246,-0.187851870144615,0.107585571369931,-0.0616158633825899,0
25,-0.330589898131197,0.109289680746395,-0.0361300644247418,0.011944234317649,-0.0039486432063267,1
26,0.821591435306176,0.675012486568463,0.554584477689374,0.455641857023339,0.374351447297377,1
27,0.672462336640694,0.452205594200262,0.304091230517901,0.204489899426012,0.137511755587436,1
28,0.0931328572376751,0.0086737290972531,0.0008078091737327,7.52335764525362e-05,7.00671793523376e-06,0
29,0.880672637251134,0.775584294002868,0.683035865610065,0.601530997103928,0.52975188960782,0
30,0.973531016019949,0.947762639152835,0.922676325040208,0.898254020173947,0.874478148903946,1
31,0.782258950767233,0.611929066055452,0.478686989156511,0.374457181883498,0.29292248220744,0
32,0.994931124879083,0.989887943253158,0.984870324885106,0.979878140197967,0.974911260271587,0
33,-0.378173184824592,0.143014957720375,-0.0540844220386688,0.0204532781317607,-0.0077348813311911,0
34,-0.891040592747503,0.793953337923822,-0.707444652837501,0.630361902800379,-0.561678043516694,1
